Word Pair,MI,Mean CosSim,MSE
Agent-Amaze,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Ample,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Angel,0.018435716827066795,0.01679999940097332,1.5141792573558632e-05
Agent-Angry,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Ankle,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-April,0.018435716827066795,0.01679999940097332,1.5141792573558632e-05
Agent-Arena,0.03148539211543788,0.002400000113993883,1.9581555534387007e-05
Agent-Arise,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Armor,0.05654065271903619,-0.002400000113993883,1.3741742804995738e-05
Agent-Aside,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Asset,3.3440441843062887,0.014399999752640724,0.0
Agent-Avoid,0.0,-0.024000000208616257,1.5974208508851007e-05
Agent-Bacon,0.0,0.002400000113993883,1.8303438992006704e-05
Agent-Badge,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Bagel,0.018435716827066795,0.01679999940097332,1.5141792573558632e-05
Agent-Baker,0.0,0.0,1.700429493212141e-05
Agent-Balmy,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Bandy,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Barer,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Basil,0.018435716827066795,0.01679999940097332,1.5141792573558632e-05
Agent-Batch,0.0,0.0,1.6749418136896566e-05
Agent-Bathe,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Beach,0.0,0.0,1.6749418136896566e-05
Agent-Beady,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Beaky,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Beamy,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Beard,0.0,-0.024000000208616257,1.5974208508851007e-05
Agent-Beige,0.011330758467252178,-0.019200000911951065,1.883116965473164e-05
Agent-Bella,0.03148539211543788,0.002400000113993883,1.9581555534387007e-05
Agent-Belly,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Belon,0.0,0.002400000113993883,1.8303438992006704e-05
Agent-Berry,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Beryl,0.018435716827066795,0.01679999940097332,1.5141792573558632e-05
Agent-Beset,3.344044184306288,0.014399999752640724,0.0
Agent-Betsy,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Betta,0.03148539211543788,0.002400000113993883,1.9581555534387007e-05
Agent-Betty,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Biddy,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Bidet,3.344044184306288,0.014399999752640724,0.0
Agent-Bigot,3.344044184306288,0.014399999752640724,0.0
Agent-Billy,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Binge,0.0,0.012000000104308128,1.7799186025513336e-05
Agent-Birch,0.0,0.0,1.6749418136896566e-05
Agent-Birth,0.0,0.0,1.6749418136896566e-05
Agent-Bitty,0.034460468796653654,0.004800000227987766,1.581108517711982e-05
Agent-Black,0.0,0.009600000455975533,1.647581666475162e-05
Agent-Blade,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Above,3.3440441843062882,0.009999999776482582,0.0
Agree-After,0.0500138680466522,0.0,2.0274997950764373e-05
Agree-Again,0.0,0.0020000000949949026,1.6240721379290335e-05
Agree-Agent,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Agree,3.3440441843062887,0.009999999776482582,0.0
Agree-Alarm,0.0,0.0020000000949949026,1.5349805835285224e-05
Agree-Album,0.0,0.0020000000949949026,1.5349805835285224e-05
Agree-Alive,3.3440441843062887,0.009999999776482582,0.0
Agree-Allay,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Alleg,0.07306565529008457,-0.01600000075995922,1.8417355022393167e-05
Agree-Aloft,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Alone,3.344044184306288,0.009999999776482582,0.0
Agree-Along,0.07306565529008457,-0.01600000075995922,1.8417355022393167e-05
Agree-Amaze,3.3440441843062882,0.009999999776482582,0.0
Agree-Ample,3.344044184306288,0.009999999776482582,0.0
Agree-Angel,0.0,0.014000000432133675,1.8764421838568524e-05
Agree-Angry,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Ankle,3.3440441843062882,0.009999999776482582,0.0
Agree-April,0.0,0.014000000432133675,1.8764421838568524e-05
Agree-Arena,0.004709108190123157,0.0020000000949949026,1.705408067209646e-05
Agree-Arise,3.344044184306288,0.009999999776482582,0.0
Agree-Armor,0.10562050902188336,-0.0020000000949949026,1.569751839269884e-05
Agree-Aside,3.3440441843062887,0.009999999776482582,0.0
Agree-Asset,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Avoid,0.0,-0.019999999552965164,1.6095284081529826e-05
Agree-Bacon,0.0,0.0020000000949949026,1.6240721379290335e-05
Agree-Badge,3.3440441843062887,0.009999999776482582,0.0
Agree-Bagel,0.0,0.014000000432133675,1.8764421838568524e-05
Agree-Baker,0.0500138680466522,0.0,2.0274997950764373e-05
Agree-Balmy,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Bandy,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Barer,3.3440441843062887,0.009999999776482582,0.0
Agree-Basil,0.0,0.014000000432133675,1.8764421838568524e-05
Agree-Batch,0.0,0.0,2.0962934286217205e-05
Agree-Bathe,3.3440441843062882,0.009999999776482582,0.0
Agree-Beach,0.0,0.0,2.0962934286217205e-05
Agree-Beady,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Beaky,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Beamy,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Beard,0.0,-0.019999999552965164,1.6095284081529826e-05
Agree-Beige,0.07306565529008457,-0.01600000075995922,1.8417355022393167e-05
Agree-Bella,0.004709108190123157,0.0020000000949949026,1.705408067209646e-05
Agree-Belly,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Belon,0.0,0.0020000000949949026,1.6240721379290335e-05
Agree-Berry,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Beryl,0.0,0.014000000432133675,1.8764421838568524e-05
Agree-Beset,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Betsy,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Betta,0.004709108190123157,0.0020000000949949026,1.705408067209646e-05
Agree-Betty,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Biddy,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Bidet,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Bigot,0.0,0.012000000104308128,1.7799186025513336e-05
Agree-Billy,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Binge,3.3440441843062882,0.009999999776482582,0.0
Agree-Birch,0.0,0.0,2.0962934286217205e-05
Agree-Birth,0.0,0.0,2.0962934286217205e-05
Agree-Bitty,0.007527048182038865,0.004000000189989805,1.6476436940138228e-05
Agree-Black,0.003426690290590617,0.00800000037997961,1.7350612324662507e-05
Agree-Blade,3.3440441843062887,0.009999999776482582,0.0
Alarm-Above,0.0,0.0020000000949949026,1.5349805835285224e-05
Alarm-After,0.0,0.0,1.312872609560145e-05
